301.0,301.0
351.0,351.0
401.0,301.0
451.0,251.0
401.0,251.0
451.0,201.0
351.0,301.0
301.0,351.0
251.0,301.0
201.0,351.0
151.0,301.0
101.0,351.0
51.0,401.0
1.0,351.0
1.0,401.0
51.0,451.0
101.0,401.0
151.0,451.0
201.0,401.0
251.0,451.0
301.0,401.0
351.0,451.0
401.0,401.0
451.0,351.0
401.0,351.0
451.0,301.0
351.0,401.0
301.0,451.0
251.0,401.0
201.0,451.0
151.0,401.0
101.0,451.0
401.0,451.0
451.0,401.0
451.0,451.0
1.0,451.0
1.0,1.0
51.0,51.0
101.0,1.0
151.0,51.0
201.0,1.0
251.0,51.0
301.0,1.0
351.0,51.0
401.0,1.0
451.0,51.0
401.0,101.0
351.0,151.0
301.0,101.0
251.0,151.0
201.0,101.0
151.0,151.0
101.0,101.0
51.0,151.0
1.0,101.0
51.0,101.0
1.0,51.0
51.0,1.0
101.0,51.0
151.0,1.0
201.0,51.0
251.0,1.0
301.0,51.0
351.0,1.0
401.0,51.0
451.0,1.0
351.0,101.0
301.0,151.0
251.0,101.0
201.0,151.0
151.0,101.0
101.0,151.0
51.0,201.0
1.0,151.0
1.0,201.0
51.0,251.0
101.0,201.0
151.0,251.0
201.0,201.0
251.0,251.0
301.0,201.0
351.0,251.0
401.0,201.0
451.0,151.0
401.0,151.0
451.0,101.0
351.0,201.0
301.0,251.0
251.0,201.0
201.0,251.0
151.0,201.0
101.0,251.0
51.0,301.0
1.0,251.0
1.0,301.0
51.0,351.0
101.0,301.0
151.0,351.0
201.0,301.0
251.0,351.0
301.0,301.0
351.0,351.0
401.0,301.0
451.0,251.0
401.0,251.0
451.0,201.0
351.0,301.0
301.0,351.0
251.0,301.0
201.0,351.0
151.0,301.0
101.0,351.0
51.0,401.0
1.0,351.0
1.0,401.0
51.0,451.0
1.0,1.0
51.0,51.0
101.0,1.0
151.0,51.0
201.0,1.0
251.0,51.0
301.0,1.0
351.0,51.0
401.0,1.0
451.0,51.0
401.0,101.0
351.0,151.0
301.0,101.0
251.0,151.0
201.0,101.0
151.0,151.0
101.0,101.0
51.0,151.0
1.0,101.0
51.0,101.0
1.0,51.0
51.0,1.0
101.0,51.0
151.0,1.0
201.0,51.0
251.0,1.0
301.0,51.0
351.0,1.0
401.0,51.0
451.0,1.0
351.0,101.0
301.0,151.0
251.0,101.0
201.0,151.0
151.0,101.0
101.0,151.0
51.0,201.0
1.0,151.0
1.0,201.0
51.0,251.0
101.0,201.0
151.0,251.0
201.0,201.0
251.0,251.0
301.0,201.0
351.0,251.0
401.0,201.0
451.0,151.0
401.0,151.0
451.0,101.0
351.0,201.0
301.0,251.0
251.0,201.0
201.0,251.0
151.0,201.0
101.0,251.0
51.0,301.0
1.0,251.0
1.0,301.0
51.0,351.0
101.0,301.0
151.0,351.0
201.0,301.0
251.0,351.0
301.0,301.0
351.0,351.0
401.0,301.0
451.0,251.0
401.0,251.0
451.0,201.0
351.0,301.0
301.0,351.0
251.0,301.0
201.0,351.0
151.0,301.0
101.0,351.0
51.0,401.0
1.0,351.0
1.0,401.0
51.0,451.0
101.0,401.0
151.0,451.0
201.0,401.0
251.0,451.0
301.0,401.0
351.0,451.0
401.0,401.0
451.0,351.0
401.0,351.0
451.0,301.0
351.0,401.0
301.0,451.0
251.0,401.0
201.0,451.0
151.0,401.0
101.0,451.0
401.0,451.0
451.0,401.0
451.0,451.0
1.0,451.0
